"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1949,1952,1957,1962,1965,1970,1975,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
工资总额:在岗职工:吉林:松原市,十亿人民币,5.690386364,16.93457418,4.115163931,0.678655328,-1.014703112,0.723178299,1.56651,13.10486,4.61093,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.76,1.57,1.69,1.85,2.03,2.13,2.33,2.79,3.07,3.91,5.31,6.24,6.76,6.25,7.36,7.83,11.32,11.51,12.12,12.66,13.10
工资总额:在岗职工:吉林:白城市,十亿人民币,3.353131818,6.750824631,2.598234907,1.048673421,-0.188659172,0.774868108,1.06814,9.02268,2.201605,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.16,1.07,1.13,1.15,1.15,1.42,1.60,1.65,1.61,2.03,2.38,2.78,3.06,3.59,4.36,5.13,5.81,6.51,7.59,8.45,9.02
工资总额:在岗职工:黑龙江:哈尔滨市,十亿人民币,36.29623773,547.462855,23.39792416,0.686441354,-0.884903139,0.644637726,10.25435,81.00582,29.24512,22,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,11.20,11.68,13.09,14.34,16.25,17.88,21.02,22.39,24.31,26.93,31.56,34.93,39.69,41.39,46.33,53.77,62.24,68.28,73.40,76.58,81.01
工资总额:在岗职工:黑龙江:齐齐哈尔市,十亿人民币,8.807075,30.01320855,5.478431213,0.746745329,-0.942763983,0.622048888,3.58565,19.35585,6.86305,22,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.78,3.63,3.59,4.06,4.27,4.53,4.54,4.06,5.08,5.82,7.91,8.23,8.94,10.16,11.78,13.49,15.12,16.06,17.05,19.36,18.55
工资总额:在岗职工:黑龙江:鸡西市,十亿人民币,4.153076818,5.788329945,2.405894832,0.455097429,-1.523362428,0.579304197,1.62349,7.98504,3.382835,22,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,2.09,1.83,1.64,1.82,1.62,2.18,1.78,1.92,2.96,2.93,3.81,4.12,4.42,5.28,6.48,7.12,7.55,7.03,7.99,6.88,7.91
工资总额:在岗职工:黑龙江:鹤岗市,十亿人民币,3.154945,2.731310907,1.652667815,0.233681854,-1.751341773,0.523834113,1.03739,5.3919,2.992725,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.65,1.49,1.58,1.04,1.49,1.53,1.69,1.59,2.03,2.96,3.02,3.40,3.64,4.33,5.19,5.18,5.39,5.03,4.97,5.30,5.39
工资总额:在岗职工:黑龙江:双鸭山市,十亿人民币,3.172493182,2.967363952,1.722603829,0.3966962,-1.258918858,0.542981097,1.22022,6.26029,3.185955,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.30,1.28,1.22,1.46,1.47,1.64,1.79,1.58,2.54,2.98,3.63,3.79,3.39,3.72,3.72,4.84,5.44,4.97,5.44,5.99,6.26
工资总额:在岗职工:黑龙江:大庆市,十亿人民币,17.93795682,134.9642178,11.61741012,0.507190768,-1.348564019,0.647644001,5.30352,38.14464,14.540625,22,,,,,,,,,,,,,,,,,,,,,,,,,,5.30,5.78,6.06,7.07,7.06,6.93,7.35,8.25,9.89,10.85,13.52,15.56,18.00,20.82,22.71,25.65,28.86,32.69,33.33,35.21,35.58,38.14
工资总额:在岗职工:黑龙江:伊春市,十亿人民币,2.599848095,3.077519094,1.754285921,0.895650818,-0.876856514,0.674764777,1.15378,5.85261,1.53095,21,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.26,1.16,1.30,1.28,1.15,1.17,1.25,1.30,1.31,1.53,1.86,2.04,,2.70,3.27,4.39,4.55,4.63,5.66,5.69,5.85
工资总额:在岗职工:黑龙江:佳木斯市,十亿人民币,3.871170909,5.378364885,2.3191302,0.830491515,-0.915339051,0.599077193,1.83727,8.16752,2.615905,22,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,1.88,1.91,2.04,1.84,1.92,1.88,1.98,2.30,2.21,2.44,2.79,3.40,3.83,4.20,5.27,5.92,6.58,6.86,7.78,8.05,8.17
工资总额:在岗职工:黑龙江:七台河市,十亿人民币,2.566464286,2.879552632,1.696924463,0.24473516,-1.80853493,0.661191536,0.72933,4.81546,2.21909,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.82,0.75,0.76,0.73,0.79,0.90,1.07,1.35,1.89,2.22,2.57,2.84,,3.72,4.75,4.82,4.62,4.60,4.62,4.50,4.62
