指标名称（亿元）,频率,1993,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
消费品零售:江苏:连云港,年,,74.40 ,79.95 ,84.47 ,89.11 ,95.57 ,102.91 ,113.02 ,123.63 ,141.22 ,182.08 ,211.53 ,249.08 ,310.44 ,362.73 ,430.68 ,500.23 ,575.49 ,655.57 ,739.40 ,830.71 ,933.31 ,"1,038.31 ","1,121.31 "
消费品零售:江苏:淮安,年,,67.44 ,76.51 ,83.09 ,91.78 ,103.01 ,114.31 ,127.58 ,139.32 ,156.36 ,198.62 ,230.15 ,269.40 ,335.90 ,394.75 ,469.09 ,547.85 ,633.24 ,721.22 ,864.80 ,970.74 ,"1,083.83 ","1,197.09 ","1,239.70 "
消费品零售:江苏:盐城,年,,130.12 ,140.95 ,150.44 ,162.88 ,176.65 ,192.02 ,211.43 ,224.88 ,255.90 ,316.91 ,367.60 ,433.74 ,542.78 ,644.81 ,766.49 ,895.09 ,"1,023.20 ","1,163.38 ","1,312.70 ","1,468.60 ","1,630.88 ","1,806.20 ","1,778.70 "
消费品零售:江苏:扬州,年,,115.98 ,127.04 ,132.05 ,140.18 ,152.04 ,165.73 ,182.76 ,197.96 ,228.01 ,306.89 ,355.83 ,418.90 ,521.30 ,612.59 ,726.12 ,853.74 ,973.97 ,"1,106.88 ","1,128.10 ","1,236.96 ","1,358.80 ","1,494.01 ","1,557.03 "
消费品零售:江苏:镇江,年,,90.24 ,96.66 ,106.60 ,114.61 ,124.46 ,134.62 ,150.92 ,168.24 ,192.05 ,241.39 ,280.07 ,331.36 ,410.21 ,475.74 ,564.68 ,664.07 ,766.46 ,872.13 ,"1,003.80 ","1,113.71 ","1,236.78 ","1,366.03 ","1,360.92 "
消费品零售:江苏:泰州,年,,100.68 ,110.58 ,114.68 ,123.22 ,133.57 ,146.16 ,161.19 ,173.76 ,200.69 ,233.81 ,271.33 ,321.07 ,395.73 ,467.36 ,555.35 ,651.17 ,737.57 ,837.09 ,903.60 ,"1,001.64 ","1,118.34 ","1,254.22 ","1,282.87 "
消费品零售:江苏:宿迁,年,,44.43 ,48.06 ,51.24 ,56.61 ,62.64 ,69.45 ,77.24 ,78.00 ,87.62 ,109.50 ,127.03 ,158.87 ,196.80 ,243.34 ,289.38 ,336.26 ,388.23 ,442.43 ,564.80 ,626.64 ,705.54 ,781.39 ,833.82 
消费品零售:浙江:温州,年,,274.89 ,314.63 ,345.04 ,373.12 ,397.91 ,438.45 ,491.09 ,522.54 ,633.51 ,680.86 ,779.15 ,906.46 ,"1,082.95 ","1,264.72 ","1,498.10 ","1,767.64 ","1,929.29 ","2,136.38 ","2,410.36 ","2,677.73 ","3,006.90 ","3,062.57 ","3,337.10 "
消费品零售:浙江:嘉兴,年,,156.50 ,159.48 ,168.31 ,180.99 ,200.33 ,223.74 ,249.21 ,279.39 ,325.34 ,374.44 ,429.72 ,501.22 ,599.61 ,694.30 ,799.36 ,948.57 ,"1,083.74 ","1,196.93 ","1,347.04 ","1,494.57 ","1,638.49 ","1,806.62 ","1,938.59 "
消费品零售:浙江:湖州,年,,100.53 ,112.36 ,123.76 ,135.20 ,149.18 ,159.15 ,170.88 ,182.34 ,208.34 ,237.75 ,273.80 ,319.25 ,382.11 ,442.57 ,516.09 ,609.89 ,703.87 ,766.22 ,871.20 ,963.92 ,"1,068.86 ","1,188.15 ",
消费品零售:浙江:绍兴,年,,140.35 ,159.86 ,174.14 ,191.58 ,215.36 ,238.96 ,269.27 ,291.98 ,335.43 ,381.63 ,440.64 ,515.44 ,618.89 ,717.90 ,852.89 ,"1,006.75 ","1,158.66 ","1,318.39 ","1,487.14 ","1,621.06 ","1,783.34 ","1,977.66 ","2,008.00 "
消费品零售:浙江:金华,年,,120.06 ,129.66 ,140.29 ,153.92 ,169.38 ,188.85 ,212.16 ,238.90 ,273.89 ,418.84 ,482.08 ,562.83 ,675.66 ,780.99 ,916.23 ,"1,088.95 ","1,260.41 ","1,406.98 ","1,592.70 ","1,783.10 ","1,977.87 ","2,191.19 ","2,253.00 "
消费品零售:浙江:衢州,年,,56.00 ,60.21 ,63.51 ,69.58 ,76.32 ,83.86 ,95.26 ,91.05 ,105.35 ,134.74 ,153.86 ,179.45 ,215.61 ,250.25 ,290.82 ,344.34 ,396.36 ,443.67 ,503.79 ,550.98 ,609.31 ,677.89 ,717.46 
消费品零售:浙江:舟山,年,,41.18 ,46.34 ,49.51 ,54.61 ,59.48 ,65.40 ,74.07 ,75.11 ,87.52 ,100.14 ,113.97 ,132.37 ,157.83 ,181.69 ,212.54 ,251.71 ,290.54 ,331.65 ,376.58 ,415.52 ,457.40 ,505.68 ,536.90 
消费品零售:浙江:台州,年,,138.14 ,144.22 ,148.59 ,163.67 ,181.75 ,201.50 ,232.10 ,262.33 ,302.92 ,439.92 ,511.57 ,596.17 ,709.71 ,817.88 ,960.45 ,"1,132.37 ","1,304.30 ","1,449.27 ","1,646.32 ","1,826.68 ","2,013.14 ","2,235.73 ","2,366.88 "
消费品零售:浙江:丽水,年,,,,,,63.80 ,84.37 ,93.71 ,105.01 ,118.74 ,128.10 ,145.65 ,169.07 ,202.98 ,232.62 ,266.13 ,315.89 ,371.09 ,420.80 ,476.35 ,519.28 ,571.64 ,635.96 ,682.91 
消费品零售:安徽:芜湖,年,,49.06 ,58.01 ,61.97 ,66.00 ,70.59 ,74.82 ,80.13 ,88.00 ,102.54 ,120.74 ,139.72 ,165.83 ,203.20 ,241.51 ,287.45 ,421.01 ,490.20 ,559.95 ,653.62 ,733.04 ,828.17 ,930.86 ,"1,028.26 "
消费品零售:安徽:蚌埠,年,,48.52 ,57.81 ,62.64 ,66.47 ,70.79 ,76.07 ,81.92 ,88.69 ,101.57 ,116.90 ,133.80 ,156.24 ,191.55 ,226.98 ,269.87 ,319.28 ,371.51 ,424.82 ,506.56 ,570.65 ,643.99 ,725.13 ,823.46 
消费品零售:安徽:淮南,年,,34.50 ,38.76 ,40.20 ,42.08 ,44.50 ,47.62 ,51.16 ,55.60 ,63.00 ,81.21 ,93.55 ,109.02 ,133.87 ,159.10 ,187.21 ,221.95 ,256.47 ,291.23 ,348.38 ,459.17 ,512.46 ,573.45 ,609.00 
消费品零售:安徽:马鞍山,年,,25.51 ,29.11 ,30.93 ,33.34 ,35.55 ,38.26 ,41.42 ,46.86 ,52.65 ,64.29 ,73.47 ,86.53 ,105.97 ,125.75 ,147.80 ,226.09 ,262.94 ,301.34 ,373.53 ,418.55 ,470.63 ,529.45 ,589.95 
消费品零售:安徽:淮北,年,,22.77 ,26.39 ,28.19 ,29.97 ,32.23 ,34.74 ,37.56 ,40.80 ,45.61 ,54.38 ,61.93 ,72.74 ,89.22 ,105.93 ,125.52 ,148.28 ,171.67 ,195.46 ,219.78 ,283.35 ,315.86 ,353.13 ,324.50 
消费品零售:安徽:铜陵,年,,16.59 ,19.40 ,20.19 ,21.79 ,23.44 ,25.32 ,27.34 ,29.99 ,34.31 ,42.24 ,48.64 ,57.16 ,70.63 ,83.82 ,99.15 ,117.75 ,137.24 ,155.57 ,189.18 ,272.32 ,305.68 ,343.28 ,365.00 
消费品零售:安徽:安庆,年,,62.63 ,72.24 ,77.23 ,82.16 ,88.65 ,95.54 ,104.16 ,114.53 ,129.52 ,145.56 ,167.57 ,198.07 ,241.76 ,287.94 ,338.68 ,397.49 ,460.56 ,523.59 ,600.16 ,608.38 ,681.68 ,764.17 ,814.90 
消费品零售:安徽:黄山,年,,20.49 ,22.95 ,13.00 ,25.94 ,28.09 ,30.48 ,33.05 ,36.09 ,40.88 ,53.85 ,61.92 ,73.10 ,90.42 ,107.56 ,125.96 ,148.34 ,172.08 ,196.12 ,253.40 ,281.14 ,313.12 ,348.81 ,377.40 
